"doc_id"	"term"	"freq"
"4068"	"1"	"NP.Cerco"	1
"4069"	"1"	"d´"	1
"4070"	"1"	"allargare"	1
"4071"	"1"	"ripettere"	1
"4072"	"1"	"triennale"	1
"4073"	"1"	"arma|insegnarme"	1
"4074"	"1"	"risposta.Buon"	1
"4075"	"1"	"Avredere"	1
"4076"	"1"	"16"	2
"4077"	"1"	"gennaio"	3
"4078"	"1"	"19"	2
"4079"	"1"	"17:00"	1
"4080"	"1"	"esistenza"	1
"4081"	"1"	"🙂"	1
"4082"	"1"	"giovede"	1
"4083"	"1"	"venerde"	1
"4084"	"1"	"martede"	1
"4085"	"1"	"10:30"	1
"4086"	"1"	"Slovacchia"	1
"4087"	"1"	"😉"	2
"4088"	"1"	"NP!"	1
"4089"	"1"	"coinqui"	1
"4090"	"1"	"17"	1
"4091"	"1"	"fama"	1
"4092"	"1"	"dizionario"	1
"4093"	"1"	"sinonimo"	1
"4094"	"1"	"culturare"	1
"4095"	"1"	"chiese"	1
"4096"	"1"	"ortodosso"	1
"4097"	"1"	"Meteora"	1
"4098"	"1"	"Salonicco"	1
"4099"	"1"	"greco"	2
"4100"	"1"	"Stavros"	1
"4101"	"1"	"aereo"	1
"4102"	"1"	"Míša"	1
"4103"	"1"	"řezy"	1
"4104"	"1"	"Mescolo"	2
"4105"	"1"	"velo"	2
"4106"	"1"	"girasole"	1
"4107"	"1"	"gusce"	1
"4108"	"1"	"Cuociare"	1
"4109"	"1"	"liquidare"	1
"4110"	"1"	"lare"	1
"4111"	"1"	"raffreddare"	1
"4112"	"1"	"Prepari"	1
"4113"	"1"	"tvaroh"	1
"4114"	"1"	"spalmo"	1
"4115"	"1"	"scogliere"	1
"4116"	"1"	"120"	1
"4117"	"1"	"puglia"	1
"4118"	"1"	"faccere"	1
"4119"	"1"	"Guláš"	1
"4120"	"1"	"Trittare"	1
"4121"	"1"	"chilo"	2
"4122"	"1"	"fatela"	1
"4123"	"1"	"arrosolare"	2
"4124"	"1"	"bovina"	1
"4125"	"1"	"tostatela"	1
"4126"	"1"	"dopodicché"	1
"4127"	"1"	"aggingere"	1
"4128"	"1"	"paprica"	1
"4129"	"1"	"litro"	1
"4130"	"1"	"Lasiare"	1
"4131"	"1"	"mesconlandolo"	1
"4132"	"1"	"vergogre"	1
"4133"	"1"	"problemo"	1
"4134"	"1"	"saro"	1
"4135"	"1"	"arma|scusarme"	1
"4136"	"1"	"reconvalescenza"	1
"4137"	"1"	"chirurgico"	1
"4138"	"1"	"\nLe"	1
"4139"	"1"	"auguro"	1
"4140"	"1"	"Egregio"	1
"4141"	"1"	"dottore"	2
"4142"	"1"	"unire"	1
"4143"	"1"	"prezentazione"	1
"4144"	"1"	"mando"	1
"4145"	"1"	"Jana"	1
"4146"	"1"	"Zuzka"	1
"4147"	"1"	"\nGrazia"	1
"4148"	"1"	"disdire"	1
"4149"	"1"	"partecopazione"	1
"4150"	"1"	"Purttoppo"	1
"4151"	"1"	"lavoto"	1
"4152"	"1"	"costretere"	1
"4153"	"1"	"programma"	1
"4154"	"1"	"vediare"	1
"4155"	"1"	"ricetta…so"	1
"4156"	"1"	"disgustoso"	1
"4157"	"1"	"te…NP"	1
"4158"	"1"	"scusame"	1
"4159"	"1"	"opava"	2
"4160"	"1"	"operazione"	1
"4161"	"1"	"Sedere"	1
"4162"	"1"	"felico"	2
"4163"	"1"	"Lessicologia"	1
"4164"	"1"	"Překladová"	1
"4165"	"1"	"cvičení"	1
"4166"	"1"	"facettere"	1
"4167"	"1"	"studieere"	1
"4168"	"1"	"dartire"	1
"4169"	"1"	"carare"	1
"4170"	"1"	"nipottino"	1
"4171"	"1"	"sette"	1
"4172"	"1"	"settimano"	1
"4173"	"1"	"bucato"	1
"4174"	"1"	"artificiale"	1
"4175"	"1"	"esperanto"	1
"4176"	"1"	"noi."	1
"4177"	"1"	"..\nGrazia"	1
"4178"	"1"	"avermo"	1
"4179"	"1"	"permesso"	1
"4180"	"1"	"facebook"	2
"4181"	"1"	"oppinone"	1
"4182"	"1"	"!Tu"	1
"4183"	"1"	"testimonianza"	1
"4184"	"1"	"pettinatura"	1
"4185"	"1"	"dell`"	2
"4186"	"1"	"epoca"	1
"4187"	"1"	"rivoluzione"	1
"4188"	"1"	"vellvere"	1
"4189"	"1"	"fotografare"	1
"4190"	"1"	"fotografia"	3
"4191"	"1"	"l`intelligenza"	1
"4192"	"1"	"poesia"	3
"4193"	"1"	"prosa"	1
"4194"	"1"	"contesto"	1
"4195"	"1"	"liberazione"	1
"4196"	"1"	"repubblico"	1
"4197"	"1"	"sovietico"	2
"4198"	"1"	"affidamento"	1
"4199"	"1"	"provocazione"	1
"4200"	"1"	"maestra"	1
"4201"	"1"	"apposta.Un"	1
"4202"	"1"	"`altro"	1
"4203"	"1"	"banca"	1
"4204"	"1"	"pensionamento"	1
"4205"	"1"	"metropolitano"	1
"4206"	"1"	"matita"	1
"4207"	"1"	"truccare"	1
"4208"	"1"	"tovagliolo"	1
"4209"	"1"	"tovaglio"	1
"4210"	"1"	"po`"	1
"4211"	"1"	"matta."	1
"4212"	"1"	"privato"	1
"4213"	"1"	"all`inizio"	1
"4214"	"1"	"mandartire"	1
"4215"	"1"	"papà"	1
"4216"	"1"	"morto.Questa"	1
"4217"	"1"	"ballo"	1
"4218"	"1"	"dell`esame"	1
"4219"	"1"	"diciurre"	1
"4220"	"1"	"All`inizio"	1
"4221"	"1"	"all`"	1
"4222"	"1"	"entusiasta"	1
"4223"	"1"	"atmosfero"	1
"4224"	"1"	"arma|versarme"	1
"4225"	"1"	"stressare"	1
"4226"	"1"	"altezza..."	1
"4227"	"1"	"l`inizio"	1
"4228"	"1"	"orore"	1
"4229"	"1"	"Ladies"	1
"4230"	"1"	"and"	1
"4231"	"1"	"gentlemen"	1
"4232"	"1"	"Spettabili"	1
"4233"	"1"	"ascoltatori."	1
"4234"	"1"	"l`ornamento"	1
"4235"	"1"	"gola"	3
"4236"	"1"	"Mamma"	1
"4237"	"1"	"all´oglio"	1
"4238"	"1"	"crudo"	1
"4239"	"1"	"metare"	1
"4240"	"1"	"Preferirei"	1
"4241"	"1"	"L´argomento"	1
"4242"	"1"	"teoretico"	1
"4243"	"1"	"applicare"	1
"4244"	"1"	"universtia"	1
"4245"	"1"	"crepes"	1
"4246"	"1"	"marmelata"	1
"4247"	"1"	"latté"	1
"4248"	"1"	"raporto"	1
"4249"	"1"	"proff"	1
"4250"	"1"	"gnoco"	1
"4251"	"1"	"steso"	1
"4252"	"1"	"respetto"	1
