Corpus,Type,Text ID,Author ID,L1,content
VALICO,Assignment,,,CS,"Ieri al parco di una grande cittÃ  stava seduta su una panchina una coppia giovane godendosi del bel pomeriggio di domenica . Lui , ragazzo giovane con occhiali quadrati , stava leggendo il giornale . La sua fidanzata , xxx guel giorno vestita solo in canottiera bianca e in gonna con puntini rossi , non faceva niente di speciale . Era appoggiata sulla spalla del suo ragazzo e pensava ai fatti suoi . Faceva caldo , ma si stava bene all ' aria aperta . # Ad un tratto è apparso un davanti alla ragazza un omone , tutto di muscoli e con il tattuaggio su una spalla . Aveva la vista feroce e non dicendo nulla , ha preso la ragazza sotto braccio e con il suo carico se ne è andato via . Il ragazzo sulla panchina prima era talmente concentrato dell ' articolo che non si è accorto dell ' uomo . Ma nel momento in cui ha sentito le grida della sua fidanzata , ha alzato gli occhi e ha visto le spalle enormi che portavano via la sua amorosa gridante . Subito ha butato via il giornale e si è messo a CORRere dietro li proseguire l ' uomo . Li ha raggiunti in pochi istanti , e anche se non sembrava molto forte sotto l ' apparenza di un intelletuale , senza molta difficoltà ha vinto l ' aggressore dandogli dei calci e schiaffeggiate . # La ragazza , essendo ancora nello shoc , non faceva altro che singhiozzare e balbettare le grazie al suo sall salvatore . Non sapeva quanto fosse forte e coraggioso il suo fidanzato e questo fatto la aveva convinto che lui era quello giusto . In quel momento , in quel strano pomeriggio , ha deciso di sposarlo ."
VALICO,Assignment,,,CS,"Si tratta di una stazione abbastanza grande , si vedono alcuni binari su cui stanno diversi treni . Forse è pomeriggio in cui la stazione è piena di gente che cercano i loro treni , aspettano sulle panchine o nei bar , insomma c'Ã¨ abbastanza xxx movimento e casino . # Probabilmente ci troviamo in periodo di autunno o l ' inizio d ' inverno , perchÃ¨ la gente porta giubbotti pesanti , stivali e un barbone perfino la sciarpa e il cappello . Ma guello non dovrebbe stupirci , i barboni spesso portano le cose piÃ¹ pesanti , iso insomma , la loro vita è anche piÃ¹ pesante della nostra ... # Nella stazione ci sono varie persone , davanti a una carozza che è fuori servizio ed è riparata da un tecnico sta una giovane coppia , tutta inamorata , baciandosi e abbracciandosi . Sono così concentrati su se stessi , che non si accorgono di quello che succede alla stazione . Ma tutti gli altri , quindi un barbone incuriosito , un ragazzo giovane appena sceso dal treno e vistito tutto in jeans e un ' altra coppia di etÃ  media , tutti quardano un piccolo cagnolino che abbaiando forte forte CORRe per tutta la stazione creando ancora piÃ¹ casino . # Si vede che è scappato dal suo padrone , il cordone gli vola allegro dietro dietro la sua testolina ridente . Non guarda a sinistra nè a destra e CORRe e salta , come se avesse visto un suo vecchio amico e volesse festeggiarlo . Una signora anziana lo guarda con stupore insiema al terrore negli occhi . Il cagnolino ha fatto veramente dei disastri - urtando contro tutti i passeggieri che gli stavano in strada ha guastato alcune valigie , versato un po ' di bichieri e bottiglie . Ma , in fin dei conti , non è successo niente di grave ; la stazione era tutta sporca e piena di rifiuti giÃ  prima . Solo spero che il cagnolino abbia trovato quello che cercava ."
VALICO,Assignment,,,CS,"L ' altro giorno al lavoro immaginavo come sarebbe stato bello essere lontano e soli , la direttrice ed io . # Quest ' idea mi ha fatto sognare ad occhi aperti , mi immaginavo un bel giorno nel Caribico , il vento spirava lievemente , faceva un bel sole , e lei stava in piedi con me in un battello elegante guardando l ' orizzonte del mare Tutto era perfetto , ci circondava solamente la pace ed il silenzio a volte interrotto per qualche uccello marino . # Io stavo al timone come un capitano e lei con i capelli sciolti ed un vestito da spiaggia mi guardava negli occhi . D ' improvviso ha cambiato l ' espressione e si è messa a gridare : "" Tu sei veramente impossibile ! Non hai niente di meglio da fare che guardarmi a bocca aperta ? "" Io non capivo nulla in quell ' istante , soltanto ho balbutito qualcosa . # D ' improvviso il mio sogno è cominciato a dossolversi ed io mi sono reso conto di essere seduto davanti alla direttrice che stava gridando e rimproverando : "" Come mai che non hai ancora finito l ' offerta per il nostro cliente ? Davvero odio perdere il mio tempo e sempre controllarti ! "" Poi mi osservava fino a che avessi finito il lavoro . # Io sono stato in grado solo di balbettare delle scuse . # Una cosa cosi imbarazzante non mi è mai capitata ."
VALICO,Assignment,,,CS,"Ieri ( sera ) al parco sono stato testimone di una scena bizzarra . Stavo camminando e di colpo sento un grido acuto femminile . Torno e vedo che un uomo forzuto porta sulle spalle una bella donna che sta gridando e tendendo le mani . Vicino alle due persone stava seduto sul banco un giovane che leggeva il giornale . Pensando che la donna si trovava in pericolo quell ' uomo si è alzato ed ha inferto un colpo al bullo il quale è caduto per terra dove è dimasto completamente paralizzato . # La donna sembrava molto sgomentata e poi , invece di ringraziare , si è messa a gridare istericamente non facendo altro che rimproverare il povero salvatore . Lui naturalmente osteggiava , ma lei difendeva il tarpano che è statto infatti il suo fidanzato . Io non ho potuto crederlo . # Una donna cosi bella , bionda ed elegante , disposta ad uscire con un tipo come quel bullo ."
VALICO,Assignment,,,CS,"Un bel giorno pieno di sole un ragazzo di nome Paolo sedeva nel parco leggendo il giornale . # Di un tratto ha visto un uomo muscoloso e forte che andava velocemente portando una bella signorina sulla spalla come se lei fosse un sacco pieno di patate . # Paolo era un ragazzo coraggioso , forte e soprattutto un gentiluomo . Ha deciso di salvare la ragazza . Vedendo una tale situazione , non poteva non reagire , si è alzato e ha dato un pugno forte forte pugno all ' uomo muscoloso . Lui non se lo aspettava quindi non ha reagito e direttamente è crollato sulla terra . # Sembrava svenuto . La ragazza si è messa ad urlare . Dopo qualche minuto ha sgridato Paolo . Gli ha detto che era il suo figanzato fidanzato e che si amavano tanto . # Come il suo fidanzato ha perso il lavoro e non aveva molti soldi e quindi non poteva andare piÃ¹ in palestra , usava la sua fidanzata come il peso allenando così i muscoli . # Anche a lei è piaciuto , le sembrava un gioco divertente ma soprattutto potevano stare insieme tanto tempo . Povero Paolo , è rimasto male , voleva aiutare invece ha creato un danno ."
VALICO,Assignment,,,CS,"Ci troviamo nella stazione di treni , è l ' una di pomeriggio , uno direbbe una giornata normale come tante altre . Ma non è così . # Un ladro ha cercato di rubare la borsetta di una vecchietta que che sedeva tutta rilassata al bar della stazione bevendo un caffÃ¨ prima che sarebbe arrivato il treno da Roma in cui viaggiavano i suoi nipotini . # Il ladro non era è stato tanto bravo , non è riuscito a rubare la borsetta ed addirittura ha rovesciato la tavola quindi ha creato una confusione tale che se ne ha è accorto anche un polizziotta poliziotto ed si è messo a CORRere verso il ladro . Triste è che la gente non ha reagito per niente , hanno solo guardato curiosamente e basta . # Un vecchietto continuava a fumare tranquillamente la sua sigaretta , due innamorati continuavano a baciarsi , la gente aspettava o salutava i suoi amici o parenti . # Sembrava che non è era successo proprio niente , una giornata normale come tante altre ."
VALICO,Assignment,,,CS,"Ieri al parco è successa una cosa strana . Stavo leggendo il giornale sulla panchina e ad in un certo momento vedo un uomo muscoloso di uno sguardo cattivo che sta portando via una ragazza che sembra l ' avesse rapita . Era una bella ragazza bionda e mi sembrava disperata . Allora ho subito posato il giornale e senza esitazione sono corso a liberarla da quel tipo strano . Visto che frequento regolarmente la palestra , non è stato un problema per me sconfiggerlo . L ' uomo è finito per terra , tutto distrutto e con la lingua di fuori . Mi sono sentito orgoglioso per la salvezza della ragazza . Solo che lei non era sembrava molto contenta . Anzi , era proprio arrabbiata . Mi ha detto che quello era il suo ex ragazzo che l ' x aveva vista con insieme al suo compagno di scuola e che si era solo ingesolis ingelosito . Ho capito . La prossima volta mi farÃ² gli affari miei ."
VALICO,Assignment,,,CS,"Ci troviamo in una stazione di treni , probabilmente di una cittÃ  grande . Ci sono tre treni in attesa della partenza . Sono appena 2 ore le due di pomeriggio e la stazione è piena di gente e c'Ã¨ molta confusione . Questa è causata soprattutto da una persona vestita tutta di nero che ha molta fretta e non sa dove andare . Per colpa sua sono caduti per terra alcuni pacchi che stava portando un uomo accompagnato da una donna bionda . C'Ã¨ un altro uomo che porta un capello nero e che forse sta aspettando proprio lui . # Un altro elemento di confusione è un cagnolino sguinzagliato che sta CORRendo chissÃ  dove e che ha fatto cadere un tavolo al quale stava prendendo il caffÃ¨ una signora anziana . # Chi invece è proprio tranquillo è una coppia che si sta baciando in mezzo alla via . Alla stazione si possono vedere spesso delle coppie che si salutano , o perchÃ¨ devono separarsi o perchÃ¨ si sono appena ritrovate ."
VALICO,Assignment,,,CS," Ieri al parco ,  ha cominaciato a raccontare Peppone , lo scoiattolo , "" ho visto una scena che non riuscisti a vedere ne anche alla televisione di quelli sfortunati dell ' agglomerato che guardiamo ogni sera dai pini di lÃ  "" . E si è affacciato verso gli edifici che sorgono alto verso il cielo al lembo del parco . "" MacchÃ¨ ! "" risponde Peppina , la scoiattola . "" Così successo che sei così comosso ? "" "" Guarda , io se ti voglio bene , vengo con te , sono felice e non mi lamento . Ma se invece non mi piaci , non ti parlo e basta . Non vengo con te . Se io piacio a te , vieni con me e sei felice . Se invece non ti piacio , non mi parli e basta ! Capisci ? "" Mira Peppone lo scoiattolo Peppina la scoiattola interrogando . "" No , piccino mio , non ti capisco . "" Risponde Peppina . "" Allora , dal capo : Ieri , c ' erano delle persone strane , uno non capisce piÃ¹ , che cosa succede . E venuto uno muscoloso , antipatichissimo , barbone con il muso così , "" e Peppone allunga il labbro nel modo che Peppina scoppia a ridere , "" e quello porta una bionda , figa da ammirare , simpaticissima , "" a quel punto è Peppina che fa il muso da paura e guarda Peppone con rabbia negli occhi , "" e questo la tiene sul braccio come se niente fosse e se lo dirige fuori dal parco sicuramente con le intenzione che temo ad immaginare . "" Peppina cambia la faccia e comincia ad ascoltare con piÃ¹ attenzione . Lo interrompe : "" E dove andava ? ... "" "" Non interrompermi sempre quando sto a raccontarti ! Questa bionda da paura , "" continua e Peppina fa il muso di nuovo , "" questa bionda faceva impressione che non fosse per niente contenta , urlava e bestemmiava ... Fortunatemente c ' era uno , dicciamo non tanto muscoloso quanto serio , ma subito averli visti si è messo in piedi ed ha affacciato quel barbone con il pugno di rabbia . Barbone senza essersi reso conto cosa succedeva si è trovato subito per terra . A quel momento pensavo che la bionda gli si mettesse intorno al collo bacciandolo tutta felice e appassionata per essere salvata . Ma no , lei si mette a urlare e bestemmiare al suo salvatore . Peppone , lo scoiattolo , guarda la sua Peppina , la scoiattola un po ' gelosa e un po ' comossa , e le dice : "" Per fortuna , non abbiamo niente in comune con la gente . Noi facciamo quel che vogliamo fare e degli altri non ce ne interessa nulla . """
VALICO,Assignment,,,CS,"Caro diario , non capisco piÃ¹ la realtÃ  . L ' altro giorno al lavoro mi sono dimenticato un po ' e ad un tratto mi trovavo in barca sul mare , il sole splendeva , c ' era il dolce vento e con me sulla barca c ' era la donna del mio cuore , mia femme fatale , che mi aveva colpito . Lei vestita tutta in leggero , cappelli sciolti che ballavano nel ritmo del vento , lei muoveva sensualmente i fianchi ed io avevo da fare a stare tranquillo con la faccia seria . Lei parlava con una voce che proprio invitava a unavventura , proprio insisteva , lei proprio voleva , forse subito , no , subito , senza aspettare , senza ritardo , proprio al posto , direttamente senza scrupoli , immediatamente ... "" Cosa aspetti ? Fallo immediatamente , aspetto la fattura nel mio ufficio in mezz ' ora . E non osare tardare ! "" E così io non capisco piÃ¹ niente . Non so se vivo una brutta realtÃ  e sogno meraviglie oppure se vivo il paradiso e sogno diavoli . Dimmelo tu ..."
VALICO,Assignment,,,CS,"2 . Un pò di anni fa , quando ero ancora una ragazzina , ho trascorso con i miei genitori le vacanze estive in Bulgaria . Naturalmente la più bella esperienza era il mare . Mi piaciono molto gli animali , così non è stato difficile fare amicizia con un' asinello del luogo . # Stava vicino alla strada che conducceva alla spiaggia . Chi voleva poteva fare una pareggiata . Potete immaginare che intorno c ' erano sempre molti bambini . Era molto bravo e tranquillo # . Ma aveva un diffetto . Mangiava troppo . Infatti era un pò grassotto ma per me era bello ugualmente . # Un giorno mi ha fatta arrabbiare . Era la mattina e io , come tutti giorni andavo salutarlo portandogli una mela tagliata a spicchi . Uno spicchio è caduto per terra . Mi sono chinata per prenderlo . Improvisamente ho sentito un forte dolore . # L ' asino mi ha strappato l' elastico con i capelli . # Mia mamma me li ha tagliati , così nessuno si è accorto . # Il giorno dopo sono andata di nuovo a salutarlo e lui , per farsi perdonare mi ha portato senza una bustarella ."
VALICO,Assignment,,,SK,"Alla stazione Sembra piuttosto una giornata come tutte le altre caotica . C ' è un sacco di gente alla stazione però non è niente di Alcuni sono pronti per partire , l ' atri invece forse aspettano forse i suoi amici , parenti , colleghi . Poi e ci sono quelli che non vanno da nessuna parte . Come per esempio la coppia dei giovani abbracciati . Uno di loro sta per partire , sia il ragazzo o la ragazza x . Affianco ce l' hanno una borsa d' affari , una borsa sportiva e una valigetta . C'è anche un mecchanico che li sta guardando a distanza . La scena tranquilla viene però disturbata da uno che correndo attraversa fa saltare un tavolino davanti il bar , spaventa la signora seduta vicino . Chissa cosa ha fatto ! Forse sta scappando , ha rubato qualcosa e cerca di sparire più presto possibile . Così non guarda neanche dove sta andando e versa per terra per terra tutto ciò che era sul tavolino . Che disastro !"
